play,dataline,actsceneline,actscene,act,scene,line,player,playerline,annotation,highlight,objectid
Romeo and Juliet,85535,1.1.223,1.1,1,1,223,ROMEO,Do I live dead that live to tell it now.,,,
Romeo and Juliet,85536,1.1.224,1.1,1,1,224,BENVOLIO,"Be ruled by me, forget to think of her.",,,
Romeo and Juliet,85537,1.1.225,1.1,1,1,225,ROMEO,"O, teach me how I should forget to think.",,,
Romeo and Juliet,85538,1.1.226,1.1,1,1,226,BENVOLIO,"By giving liberty unto thine eyes,",,,
Romeo and Juliet,85539,1.1.227,1.1,1,1,227,BENVOLIO,Examine other beauties.,,,
Romeo and Juliet,85540,1.1.228,1.1,1,1,228,ROMEO,'Tis the way,,,
Romeo and Juliet,85541,1.1.229,1.1,1,1,229,ROMEO,"To call hers exquisite, in question more:",,,
Romeo and Juliet,85542,1.1.230,1.1,1,1,230,ROMEO,These happy masks that kiss fair ladies' brows,,,
Romeo and Juliet,85543,1.1.231,1.1,1,1,231,ROMEO,"Being black put us in mind they hide the fair,",,,
Romeo and Juliet,85544,1.1.232,1.1,1,1,232,ROMEO,He that is strucken blind cannot forget,,,
Romeo and Juliet,85545,1.1.233,1.1,1,1,233,ROMEO,The precious treasure of his eyesight lost:,,,
Romeo and Juliet,85546,1.1.234,1.1,1,1,234,ROMEO,"Show me a mistress that is passing fair,",,,
Romeo and Juliet,85547,1.1.235,1.1,1,1,235,ROMEO,"What doth her beauty serve, but as a note",,,
Romeo and Juliet,85548,1.1.236,1.1,1,1,236,ROMEO,Where I may read who pass'd that passing fair?,,,
Romeo and Juliet,85549,1.1.237,1.1,1,1,237,ROMEO,Farewell: thou canst not teach me to forget.,,,
Romeo and Juliet,85550,1.1.238,1.1,1,1,238,BENVOLIO,"I'll pay that doctrine, or else die in debt.",,,
Romeo and Juliet,85551,,1.1,1,1,,StageDirection,Exeunt,,,
Romeo and Juliet,85552,,1.2,1,2,,StageDirection,SCENE II. A street.,,,
Romeo and Juliet,85553,,1.2,1,2,,StageDirection,"Enter CAPULET, PARIS, and Servant",,,
Romeo and Juliet,85554,1.2.1,1.2,1,2,1,CAPULET,"But Montague is bound as well as I,",IS this line working? let's find out by writing a bunch of nonsense and then clicking on it and clicking on it,bound,
Romeo and Juliet,85555,1.2.2,1.2,1,2,2,CAPULET,"In penalty alike, and 'tis not hard, I think,",,,
Romeo and Juliet,85556,1.2.3,1.2,1,2,3,CAPULET,For men so old as we to keep the peace.,,,
Romeo and Juliet,85557,1.2.4,1.2,1,2,4,PARIS,"Of honourable reckoning are you both,",,,
Romeo and Juliet,85558,1.2.5,1.2,1,2,5,PARIS,And pity 'tis you lived at odds so long.,,,
Romeo and Juliet,85559,1.2.6,1.2,1,2,6,PARIS,"But now, my lord, what say you to my suit?",,,
Romeo and Juliet,85560,1.2.7,1.2,1,2,7,CAPULET,But saying o'er what I have said before:,,,
Romeo and Juliet,85561,1.2.8,1.2,1,2,8,CAPULET,"My child is yet a stranger in the world,",,,
Romeo and Juliet,85562,1.2.9,1.2,1,2,9,CAPULET,"She hath not seen the change of fourteen years,",,,
Romeo and Juliet,85563,1.2.10,1.2,1,2,10,CAPULET,"Let two more summers wither in their pride,",,,
Romeo and Juliet,85564,1.2.11,1.2,1,2,11,CAPULET,Ere we may think her ripe to be a bride.,,,
Romeo and Juliet,85565,1.2.12,1.2,1,2,12,PARIS,Younger than she are happy mothers made.,,,
Romeo and Juliet,85566,1.2.13,1.2,1,2,13,CAPULET,And too soon marr'd are those so early made.,,,
Romeo and Juliet,85567,1.2.14,1.2,1,2,14,CAPULET,"The earth hath swallow'd all my hopes but she,",,,
Romeo and Juliet,85568,1.2.15,1.2,1,2,15,CAPULET,She is the hopeful lady of my earth:,,,
Romeo and Juliet,85569,1.2.16,1.2,1,2,16,CAPULET,"But woo her, gentle Paris, get her heart,",,,
Romeo and Juliet,85570,1.2.17,1.2,1,2,17,CAPULET,"My will to her consent is but a part,",,,
Romeo and Juliet,85571,1.2.18,1.2,1,2,18,CAPULET,"An she agree, within her scope of choice",,,
Romeo and Juliet,85572,1.2.19,1.2,1,2,19,CAPULET,Lies my consent and fair according voice.,,,
Romeo and Juliet,85573,1.2.20,1.2,1,2,20,CAPULET,"This night I hold an old accustom'd feast,",,,
Romeo and Juliet,85574,1.2.21,1.2,1,2,21,CAPULET,"Whereto I have invited many a guest,",,,
Romeo and Juliet,85575,1.2.22,1.2,1,2,22,CAPULET,"Such as I love, and you, among the store,",,,
Romeo and Juliet,85576,1.2.23,1.2,1,2,23,CAPULET,"One more, most welcome, makes my number more.",,,
Romeo and Juliet,85577,1.2.24,1.2,1,2,24,CAPULET,At my poor house look to behold this night,,,
Romeo and Juliet,85578,1.2.25,1.2,1,2,25,CAPULET,Earth-treading stars that make dark heaven light:,,,
Romeo and Juliet,85579,1.2.26,1.2,1,2,26,CAPULET,Such comfort as do lusty young men feel,,,
Romeo and Juliet,85580,1.2.27,1.2,1,2,27,CAPULET,When well-apparell'd April on the heel,,,
Romeo and Juliet,85581,1.2.28,1.2,1,2,28,CAPULET,"Of limping winter treads, even such delight",,,
Romeo and Juliet,85582,1.2.29,1.2,1,2,29,CAPULET,Among fresh female buds shall you this night,,,
Romeo and Juliet,85583,1.2.30,1.2,1,2,30,CAPULET,"Inherit at my house, hear all, all see,",,,
Romeo and Juliet,85584,1.2.31,1.2,1,2,31,CAPULET,And like her most whose merit most shall be:,,,
Romeo and Juliet,85585,1.2.32,1.2,1,2,32,CAPULET,"Which on more view, of many mine being one",,,
Romeo and Juliet,85586,1.2.33,1.2,1,2,33,CAPULET,"May stand in number, though in reckoning none,",,,
Romeo and Juliet,85587,1.2.34,1.2,1,2,34,CAPULET,"Come, go with me.",,,
Romeo and Juliet,85588,,1.2,1,2,,StageDirection,"To Servant, giving a paper",,,
Romeo and Juliet,85589,1.2.35,1.2,1,2,35,CAPULET,"Go, sirrah, trudge about",,,
Romeo and Juliet,85590,1.2.36,1.2,1,2,36,CAPULET,"Through fair Verona, find those persons out",,,
Romeo and Juliet,85591,1.2.37,1.2,1,2,37,CAPULET,"Whose names are written there, and to them say,",,,
Romeo and Juliet,85592,1.2.38,1.2,1,2,38,CAPULET,My house and welcome on their pleasure stay.,,,
Romeo and Juliet,85593,,1.2,1,2,,StageDirection,Exeunt CAPULET and PARIS,,,
Romeo and Juliet,85594,1.2.39,1.2,1,2,39,Servant,Find them out whose names are written here! It is,,,
Romeo and Juliet,85595,1.2.40,1.2,1,2,40,Servant,"written, that the shoemaker should meddle with his",,,
Romeo and Juliet,85596,1.2.41,1.2,1,2,41,Servant,"yard, and the tailor with his last, the fisher with",,,
Romeo and Juliet,85597,1.2.42,1.2,1,2,42,Servant,"his pencil, and the painter with his nets, but I am",,,
Romeo and Juliet,85598,1.2.43,1.2,1,2,43,Servant,sent to find those persons whose names are here,,,
Romeo and Juliet,85599,1.2.44,1.2,1,2,44,Servant,"writ, and can never find what names the writing",,,
Romeo and Juliet,85600,1.2.45,1.2,1,2,45,Servant,person hath here writ. I must to the learned.--In good time.,,,
Romeo and Juliet,85601,,1.2,1,2,,StageDirection,Enter BENVOLIO and ROMEO,,,
Romeo and Juliet,85602,1.2.46,1.2,1,2,46,BENVOLIO,"Tut, man, one fire burns out another's burning,",,,
Romeo and Juliet,85603,1.2.47,1.2,1,2,47,BENVOLIO,"One pain is lessen'd by another's anguish,",,,
Romeo and Juliet,85604,1.2.48,1.2,1,2,48,BENVOLIO,"Turn giddy, and be holp by backward turning,",,,
Romeo and Juliet,85605,1.2.49,1.2,1,2,49,BENVOLIO,One desperate grief cures with another's languish:,,,
Romeo and Juliet,85606,1.2.50,1.2,1,2,50,BENVOLIO,"Take thou some new infection to thy eye,",,,
Romeo and Juliet,85607,1.2.51,1.2,1,2,51,BENVOLIO,And the rank poison of the old will die.,,,
Romeo and Juliet,85608,1.2.52,1.2,1,2,52,ROMEO,Your plaintain-leaf is excellent for that.,,,
Romeo and Juliet,85609,1.2.53,1.2,1,2,53,BENVOLIO,"For what, I pray thee?",,,
Romeo and Juliet,85610,1.2.54,1.2,1,2,54,ROMEO,For your broken shin.,,,
Romeo and Juliet,85611,1.2.55,1.2,1,2,55,BENVOLIO,"Why, Romeo, art thou mad?",,,
Romeo and Juliet,85612,1.2.56,1.2,1,2,56,ROMEO,"Not mad, but bound more than a mad-man is,",,,
Romeo and Juliet,85613,1.2.57,1.2,1,2,57,ROMEO,"Shut up in prison, kept without my food,",,,
Romeo and Juliet,85614,1.2.58,1.2,1,2,58,ROMEO,"Whipp'd and tormented and--God-den, good fellow.",,,
Romeo and Juliet,85615,1.2.59,1.2,1,2,59,Servant,"God gi' god-den. I pray, sir, can you read?",,,
Romeo and Juliet,85616,1.2.60,1.2,1,2,60,ROMEO,"Ay, mine own fortune in my misery.",,,
Romeo and Juliet,85617,1.2.61,1.2,1,2,61,Servant,"Perhaps you have learned it without book: but, I",,,
Romeo and Juliet,85618,1.2.62,1.2,1,2,62,Servant,"pray, can you read any thing you see?",,,
Romeo and Juliet,85619,1.2.63,1.2,1,2,63,ROMEO,"Ay, if I know the letters and the language.",,,
Romeo and Juliet,85620,1.2.64,1.2,1,2,64,Servant,Ye say honestly: rest you merry!,,,
Romeo and Juliet,85621,1.2.65,1.2,1,2,65,ROMEO,"Stay, fellow, I can read.",,,
Romeo and Juliet,85622,,1.2,1,2,,StageDirection,Reads,,,
Romeo and Juliet,85623,1.2.66,1.2,1,2,66,ROMEO,"'Signior Martino and his wife and daughters,",,,
Romeo and Juliet,85624,1.2.67,1.2,1,2,67,ROMEO,"County Anselme and his beauteous sisters, the lady",,,
Romeo and Juliet,85625,1.2.68,1.2,1,2,68,ROMEO,"widow of Vitravio, Signior Placentio and his lovely",,,
Romeo and Juliet,85626,1.2.69,1.2,1,2,69,ROMEO,"nieces, Mercutio and his brother Valentine, mine",,,
Romeo and Juliet,85627,1.2.70,1.2,1,2,70,ROMEO,"uncle Capulet, his wife and daughters, my fair niece",,,
Romeo and Juliet,85628,1.2.71,1.2,1,2,71,ROMEO,"Rosaline, Livia, Signior Valentio and his cousin",,,
Romeo and Juliet,85629,1.2.72,1.2,1,2,72,ROMEO,"Tybalt, Lucio and the lively Helena.' A fair",,,
Romeo and Juliet,85630,1.2.73,1.2,1,2,73,ROMEO,assembly: whither should they come?,,,
Romeo and Juliet,85631,1.2.74,1.2,1,2,74,Servant,Up.,,,
Romeo and Juliet,85632,1.2.75,1.2,1,2,75,ROMEO,Whither?,,,
Romeo and Juliet,85633,1.2.76,1.2,1,2,76,Servant,"To supper, to our house.",,,
Romeo and Juliet,85634,1.2.77,1.2,1,2,77,ROMEO,Whose house?,,,
Romeo and Juliet,85635,1.2.78,1.2,1,2,78,Servant,My master's.,,,
Romeo and Juliet,85636,1.2.79,1.2,1,2,79,ROMEO,"Indeed, I should have ask'd you that before.",,,
Romeo and Juliet,85637,1.2.80,1.2,1,2,80,Servant,Now I'll tell you without asking: my master is the,,,
Romeo and Juliet,85638,1.2.81,1.2,1,2,81,Servant,"great rich Capulet, and if you be not of the house",,,
Romeo and Juliet,85639,1.2.82,1.2,1,2,82,Servant,"of Montagues, I pray, come and crush a cup of wine.",,,
Romeo and Juliet,85640,1.2.83,1.2,1,2,83,Servant,Rest you merry!,,,
Romeo and Juliet,85641,,1.2,1,2,,StageDirection,Exit,,,
Romeo and Juliet,85642,1.2.84,1.2,1,2,84,BENVOLIO,At this same ancient feast of Capulet's,,,
Romeo and Juliet,85643,1.2.85,1.2,1,2,85,BENVOLIO,"Sups the fair Rosaline whom thou so lovest,",,,
Romeo and Juliet,85644,1.2.86,1.2,1,2,86,BENVOLIO,With all the admired beauties of Verona:,,,
Romeo and Juliet,85645,1.2.87,1.2,1,2,87,BENVOLIO,"Go thither, and, with unattainted eye,",,,
Romeo and Juliet,85646,1.2.88,1.2,1,2,88,BENVOLIO,"Compare her face with some that I shall show,",,,
Romeo and Juliet,85647,1.2.89,1.2,1,2,89,BENVOLIO,And I will make thee think thy swan a crow.,,,
Romeo and Juliet,85648,1.2.90,1.2,1,2,90,ROMEO,When the devout religion of mine eye,,,
Romeo and Juliet,85649,1.2.91,1.2,1,2,91,ROMEO,"Maintains such falsehood, then turn tears to fires,",,,
Romeo and Juliet,85650,1.2.92,1.2,1,2,92,ROMEO,"And these, who often drown'd could never die,",,,
Romeo and Juliet,85651,1.2.93,1.2,1,2,93,ROMEO,"Transparent heretics, be burnt for liars!",,,
Romeo and Juliet,85652,1.2.94,1.2,1,2,94,ROMEO,One fairer than my love! the all-seeing sun,,,
Romeo and Juliet,85653,1.2.95,1.2,1,2,95,ROMEO,Ne'er saw her match since first the world begun.,,,
Romeo and Juliet,85654,1.2.96,1.2,1,2,96,BENVOLIO,"Tut, you saw her fair, none else being by,",,,
Romeo and Juliet,85655,1.2.97,1.2,1,2,97,BENVOLIO,Herself poised with herself in either eye:,,,
Romeo and Juliet,85656,1.2.98,1.2,1,2,98,BENVOLIO,But in that crystal scales let there be weigh'd,,,
Romeo and Juliet,85657,1.2.99,1.2,1,2,99,BENVOLIO,Your lady's love against some other maid,,,
Romeo and Juliet,85658,1.2.100,1.2,1,2,100,BENVOLIO,"That I will show you shining at this feast,",,,
Romeo and Juliet,85659,1.2.101,1.2,1,2,101,BENVOLIO,And she shall scant show well that now shows best.,,,
Romeo and Juliet,85660,1.2.102,1.2,1,2,102,ROMEO,"I'll go along, no such sight to be shown,",,,
Romeo and Juliet,85661,1.2.103,1.2,1,2,103,ROMEO,But to rejoice in splendor of mine own.,,,
Romeo and Juliet,85662,,1.2,1,2,,StageDirection,Exeunt,,,
Romeo and Juliet,85663,,1.3,1,3,,StageDirection,SCENE III. A room in Capulet's house.,,,
Romeo and Juliet,85664,,1.3,1,3,,StageDirection,Enter LADY CAPULET and Nurse,,,
Romeo and Juliet,85665,1.3.1,1.3,1,3,1,LADY CAPULET,"Nurse, where's my daughter? call her forth to me.",,,
Romeo and Juliet,85666,1.3.2,1.3,1,3,2,Nurse,"Now, by my maidenhead, at twelve year old,",,,
Romeo and Juliet,85667,1.3.3,1.3,1,3,3,Nurse,"I bade her come. What, lamb! what, ladybird!",,,
Romeo and Juliet,85668,1.3.4,1.3,1,3,4,Nurse,"God forbid! Where's this girl? What, Juliet!",,,
Romeo and Juliet,85669,,1.3,1,3,,StageDirection,Enter JULIET,,,
Romeo and Juliet,85670,1.3.5,1.3,1,3,5,JULIET,How now! who calls?,,,
Romeo and Juliet,85671,1.3.6,1.3,1,3,6,Nurse,Your mother.,,,
Romeo and Juliet,85672,1.3.7,1.3,1,3,7,JULIET,"Madam, I am here.",,,
Romeo and Juliet,85673,1.3.8,1.3,1,3,8,JULIET,What is your will?,,,
Romeo and Juliet,85674,1.3.9,1.3,1,3,9,LADY CAPULET,"This is the matter:--Nurse, give leave awhile,",,,
Romeo and Juliet,85675,1.3.10,1.3,1,3,10,LADY CAPULET,"We must talk in secret:--nurse, come back again,",,,
Romeo and Juliet,85676,1.3.11,1.3,1,3,11,LADY CAPULET,"I have remember'd me, thou's hear our counsel.",,,
Romeo and Juliet,85677,1.3.12,1.3,1,3,12,LADY CAPULET,Thou know'st my daughter's of a pretty age.,,,
Romeo and Juliet,85678,1.3.13,1.3,1,3,13,Nurse,"Faith, I can tell her age unto an hour.",,,
Romeo and Juliet,85679,1.3.14,1.3,1,3,14,LADY CAPULET,She's not fourteen.,,,
Romeo and Juliet,85680,1.3.15,1.3,1,3,15,Nurse,"I'll lay fourteen of my teeth,--",,,
Romeo and Juliet,85681,1.3.16,1.3,1,3,16,Nurse,"And yet, to my teeth be it spoken, I have but four--",,,
Romeo and Juliet,85682,1.3.17,1.3,1,3,17,Nurse,She is not fourteen. How long is it now,,,
Romeo and Juliet,85683,1.3.18,1.3,1,3,18,Nurse,To Lammas-tide?,,,
Romeo and Juliet,85684,1.3.19,1.3,1,3,19,LADY CAPULET,A fortnight and odd days.,,,
Romeo and Juliet,85685,1.3.20,1.3,1,3,20,Nurse,"Even or odd, of all days in the year,",,,
Romeo and Juliet,85686,1.3.21,1.3,1,3,21,Nurse,Come Lammas-eve at night shall she be fourteen.,,,
Romeo and Juliet,85687,1.3.22,1.3,1,3,22,Nurse,Susan and she--God rest all Christian souls!--,,,
Romeo and Juliet,85688,1.3.23,1.3,1,3,23,Nurse,"Were of an age: well, Susan is with God,",,,
Romeo and Juliet,85689,1.3.24,1.3,1,3,24,Nurse,"She was too good for me: but, as I said,",,,
Romeo and Juliet,85690,1.3.25,1.3,1,3,25,Nurse,"On Lammas-eve at night shall she be fourteen,",,,
Romeo and Juliet,85691,1.3.26,1.3,1,3,26,Nurse,"That shall she, marry, I remember it well.",,,
Romeo and Juliet,85692,1.3.27,1.3,1,3,27,Nurse,"'Tis since the earthquake now eleven years,",,,
Romeo and Juliet,85693,1.3.28,1.3,1,3,28,Nurse,"And she was wean'd,--I never shall forget it,--",,,
Romeo and Juliet,85694,1.3.29,1.3,1,3,29,Nurse,"Of all the days of the year, upon that day:",,,
Romeo and Juliet,85695,1.3.30,1.3,1,3,30,Nurse,"For I had then laid wormwood to my dug,",,,
Romeo and Juliet,85696,1.3.31,1.3,1,3,31,Nurse,"Sitting in the sun under the dove-house wall,",,,
Romeo and Juliet,85697,1.3.32,1.3,1,3,32,Nurse,My lord and you were then at Mantua:--,,,
Romeo and Juliet,85698,1.3.33,1.3,1,3,33,Nurse,"Nay, I do bear a brain:--but, as I said,",,,
Romeo and Juliet,85699,1.3.34,1.3,1,3,34,Nurse,When it did taste the wormwood on the nipple,,,
Romeo and Juliet,85700,1.3.35,1.3,1,3,35,Nurse,"Of my dug and felt it bitter, pretty fool,",,,
Romeo and Juliet,85701,1.3.36,1.3,1,3,36,Nurse,To see it tetchy and fall out with the dug!,,,
Romeo and Juliet,85702,1.3.37,1.3,1,3,37,Nurse,"Shake quoth the dove-house: 'twas no need, I trow,",,,
Romeo and Juliet,85703,1.3.38,1.3,1,3,38,Nurse,To bid me trudge:,,,
Romeo and Juliet,85704,1.3.39,1.3,1,3,39,Nurse,"And since that time it is eleven years,",,,
Romeo and Juliet,85705,1.3.40,1.3,1,3,40,Nurse,"For then she could stand alone, nay, by the rood,",,,
Romeo and Juliet,85706,1.3.41,1.3,1,3,41,Nurse,"She could have run and waddled all about,",,,
Romeo and Juliet,85707,1.3.42,1.3,1,3,42,Nurse,"For even the day before, she broke her brow:",,,
Romeo and Juliet,85708,1.3.43,1.3,1,3,43,Nurse,And then my husband--God be with his soul!,,,
Romeo and Juliet,85709,1.3.44,1.3,1,3,44,Nurse,A' was a merry man--took up the child:,,,
Romeo and Juliet,85710,1.3.45,1.3,1,3,45,Nurse,"'Yea,' quoth he, 'dost thou fall upon thy face?",,,
Romeo and Juliet,85711,1.3.46,1.3,1,3,46,Nurse,"Thou wilt fall backward when thou hast more wit,",,,
Romeo and Juliet,85712,1.3.47,1.3,1,3,47,Nurse,"Wilt thou not, Jule?' and, by my holidame,",,,
Romeo and Juliet,85713,1.3.48,1.3,1,3,48,Nurse,The pretty wretch left crying and said 'Ay.',,,
Romeo and Juliet,85714,1.3.49,1.3,1,3,49,Nurse,"To see, now, how a jest shall come about!",,,
Romeo and Juliet,85715,1.3.50,1.3,1,3,50,Nurse,"I warrant, an I should live a thousand years,",,,
Romeo and Juliet,85716,1.3.51,1.3,1,3,51,Nurse,"I never should forget it: 'Wilt thou not, Jule?' quoth he,",,,
Romeo and Juliet,85717,1.3.52,1.3,1,3,52,Nurse,"And, pretty fool, it stinted and said 'Ay.'",,,
Romeo and Juliet,85718,1.3.53,1.3,1,3,53,LADY CAPULET,"Enough of this, I pray thee, hold thy peace.",,,
Romeo and Juliet,85719,1.3.54,1.3,1,3,54,Nurse,"Yes, madam: yet I cannot choose but laugh,",,,
Romeo and Juliet,85720,1.3.55,1.3,1,3,55,Nurse,To think it should leave crying and say 'Ay.',,,
Romeo and Juliet,85721,1.3.56,1.3,1,3,56,Nurse,"And yet, I warrant, it had upon its brow",,,
Romeo and Juliet,85722,1.3.57,1.3,1,3,57,Nurse,"A bump as big as a young cockerel's stone,",,,
Romeo and Juliet,85723,1.3.58,1.3,1,3,58,Nurse,"A parlous knock, and it cried bitterly:",,,
Romeo and Juliet,85724,1.3.59,1.3,1,3,59,Nurse,"'Yea,' quoth my husband,'fall'st upon thy face?",,,
Romeo and Juliet,85725,1.3.60,1.3,1,3,60,Nurse,"Thou wilt fall backward when thou comest to age,",,,
Romeo and Juliet,85726,1.3.61,1.3,1,3,61,Nurse,"Wilt thou not, Jule?' it stinted and said 'Ay.'",,,
Romeo and Juliet,85727,1.3.62,1.3,1,3,62,JULIET,"And stint thou too, I pray thee, nurse, say I.",,,
Romeo and Juliet,85728,1.3.63,1.3,1,3,63,Nurse,"Peace, I have done. God mark thee to his grace!",,,
Romeo and Juliet,85729,1.3.64,1.3,1,3,64,Nurse,Thou wast the prettiest babe that e'er I nursed:,,,
Romeo and Juliet,85730,1.3.65,1.3,1,3,65,Nurse,"An I might live to see thee married once,",,,
Romeo and Juliet,85731,1.3.66,1.3,1,3,66,Nurse,I have my wish.,,,
Romeo and Juliet,85732,1.3.67,1.3,1,3,67,LADY CAPULET,"Marry, that 'marry' is the very theme",,,
Romeo and Juliet,85733,1.3.68,1.3,1,3,68,LADY CAPULET,"I came to talk of. Tell me, daughter Juliet,",,,
Romeo and Juliet,85734,1.3.69,1.3,1,3,69,LADY CAPULET,How stands your disposition to be married?,,,
Romeo and Juliet,85735,1.3.70,1.3,1,3,70,JULIET,It is an honour that I dream not of.,,,
Romeo and Juliet,85736,1.3.71,1.3,1,3,71,Nurse,"An honour! were not I thine only nurse,",,,
Romeo and Juliet,85737,1.3.72,1.3,1,3,72,Nurse,I would say thou hadst suck'd wisdom from thy teat.,,,
Romeo and Juliet,85738,1.3.73,1.3,1,3,73,LADY CAPULET,"Well, think of marriage now, younger than you,",,,
Romeo and Juliet,85739,1.3.74,1.3,1,3,74,LADY CAPULET,"Here in Verona, ladies of esteem,",,,
Romeo and Juliet,85740,1.3.75,1.3,1,3,75,LADY CAPULET,"Are made already mothers: by my count,",,,
Romeo and Juliet,85741,1.3.76,1.3,1,3,76,LADY CAPULET,I was your mother much upon these years,,,
Romeo and Juliet,85742,1.3.77,1.3,1,3,77,LADY CAPULET,That you are now a maid. Thus then in brief:,,,
Romeo and Juliet,85743,1.3.78,1.3,1,3,78,LADY CAPULET,The valiant Paris seeks you for his love.,,,
Romeo and Juliet,85744,1.3.79,1.3,1,3,79,Nurse,"A man, young lady! lady, such a man",,,
Romeo and Juliet,85745,1.3.80,1.3,1,3,80,Nurse,"As all the world--why, he's a man of wax.",,,
Romeo and Juliet,85746,1.3.81,1.3,1,3,81,LADY CAPULET,Verona's summer hath not such a flower.,,,
Romeo and Juliet,85747,1.3.82,1.3,1,3,82,Nurse,"Nay, he's a flower, in faith, a very flower.",,,
Romeo and Juliet,85748,1.3.83,1.3,1,3,83,LADY CAPULET,What say you? can you love the gentleman?,,,
Romeo and Juliet,85749,1.3.84,1.3,1,3,84,LADY CAPULET,"This night you shall behold him at our feast,",,,
Romeo and Juliet,85750,1.3.85,1.3,1,3,85,LADY CAPULET,"Read o'er the volume of young Paris' face,",,,
Romeo and Juliet,85751,1.3.86,1.3,1,3,86,LADY CAPULET,"And find delight writ there with beauty's pen,",,,
Romeo and Juliet,85752,1.3.87,1.3,1,3,87,LADY CAPULET,"Examine every married lineament,",,,
Romeo and Juliet,85753,1.3.88,1.3,1,3,88,LADY CAPULET,And see how one another lends content,,,
Romeo and Juliet,85754,1.3.89,1.3,1,3,89,LADY CAPULET,And what obscured in this fair volume lies,,,
Romeo and Juliet,85755,1.3.90,1.3,1,3,90,LADY CAPULET,Find written in the margent of his eyes.,,,
Romeo and Juliet,85756,1.3.91,1.3,1,3,91,LADY CAPULET,"This precious book of love, this unbound lover,",,,
Romeo and Juliet,85757,1.3.92,1.3,1,3,92,LADY CAPULET,"To beautify him, only lacks a cover:",,,
